"export-world data (NetLogo 5.2.0)"
"maze.nlogo"
"11/23/2016 08:58:56:561 +0100"

"RANDOM STATE"
"0 0 -1727483681 624 0.0 false -417679790 -1588443402 -1910861242 -123856681 -814399576 2046927228 679189335 306632794 36799882 1019644283 -532410223 -206132315 -1569223030 1512702901 410700306 2098420521 310599384 1400767305 -680471686 889073616 -24171228 -1112035464 1790346552 2010976404 -399882271 -2007740861 1995090111 1142178065 977222508 28523961 1406032667 -186590367 1238106058 -336818632 1947119721 1493909803 -1485426762 -1894504919 1787630109 -685956813 -1651455976 367713387 -2138359455 -1906794694 -1867265724 1452203723 -350355488 -1812238402 1327673692 -551174430 1630648311 -1010156991 -406565314 1576829766 -1043215815 -1131162855 -1408713505 -225458070 1809400487 -1410588231 39019011 2087601772 70065727 850765338 -1169919358 1070050497 713126247 -1735205658 73607736 -1807769507 8789185 798204268 -1063945244 -778469012 903706645 -365519468 -1526531105 -771644546 -275880545 1322423003 -979330478 1328102214 -554802603 2131153473 -2081082476 -109928317 631100118 1492300997 -1680198228 596855807 -2067696907 1067027150 -159514206 -1510158878 -401991234 1676496112 828593269 1335226250 -735713991 -1221232059 846871911 1994873096 -215289357 -923081705 999731276 148912741 -1267067069 -1721502192 1436399494 656517040 1221875934 -512792726 -1356202531 -1719238548 2009958872 -1815378928 1836498318 1043550432 -1230583594 1058189339 391835167 1999079860 1262367203 -1385586523 -902381217 781747657 1984190923 -376797391 274667834 -2103771549 1508853191 -131629663 -784448658 -1281298554 994583450 -273058231 1216300474 -2103142832 1402941668 557570020 979448192 1716914189 -1298949814 37421559 -1223297533 576165878 1553701536 -175428840 -340363973 2017408941 1534067570 -1590761482 -112257060 1796457108 33379 -1699779414 -1057765660 2045778112 -1304425021 1726527172 1057130841 -2064657986 -704685106 343600516 204954040 -2065572291 -188389759 -615840783 -581758686 701983662 610245200 2071769659 -886482034 1177195598 -632042791 2123608753 498446368 1154456913 1313399106 1344453410 365858947 1567235940 493777039 515371042 1996615714 1379629448 1681933511 1536366809 -1489213964 -551624501 317831078 -500217027 -1029775818 1024133290 -240949804 1138245014 -530113449 -316464663 23632920 -294228417 -916743564 -468803396 -955997403 2116924617 -1891673164 -1240623717 -1147541717 -24369924 68161643 -905134584 1594351145 -1491726693 -1414355919 1488917492 751041919 242547442 1125155922 -291921768 567038209 1341947712 -1786839423 719553932 1695522074 -369528954 -189125287 1697582947 -562396020 1261425742 1688603407 -959521941 48183534 -1911892787 -70140525 -2027824455 1300651953 1560867163 254174062 -1520625325 -310487325 796272463 1540344347 -354900173 1799530210 1355830146 -344519005 -2094242283 29857545 1892771972 -1959761295 1077316440 -511271913 -1204926241 -1454635731 1913467784 1149806347 -191610383 -1150908550 574270297 575093791 1579175998 862609631 -253194240 -1259901643 1765902010 722549711 762798260 1740995598 1488386550 -172568961 -1157377031 -2066680299 -1463523550 42782896 1376552577 -1066692206 -1571944376 1027530822 2042491571 1773142864 661563660 1987321556 -1809635294 -617089606 866317336 1620256404 -1010370842 333641335 1068625170 1821322042 -2059689368 -1554526476 -534753743 -235561762 1826892118 -444276871 1029338697 -1510163211 479706524 2073709494 -1671049378 -1415115656 -303351985 1366851114 926665510 1616411950 -1640985668 1579274536 1080391520 -460192903 -506615209 1050093658 -1464789319 -702215169 -202664027 2107943864 1877787192 937960121 1211741498 962466949 -1497610568 -248024414 -442539066 -1163277573 460019328 -1608277564 873187939 615175509 -1797019440 -924320222 1231940942 -1652103051 -404592834 876437853 1524445182 468477929 -1421889220 -1498604346 -536002907 977964752 -1920489117 -36586087 -1989330665 389464991 -458996206 885374733 1520260730 884470497 -843825888 214489899 -1430946732 662574412 -1288170405 -764237443 778259991 1217994613 1651146279 1284512866 -557764748 -991991207 478486761 -1316901291 -422094660 1387084741 -1515161153 -537842179 -709487453 -767572850 -281869808 -1111425553 310576370 -1510705428 -174437543 2141775350 1047849704 -2110859522 -1637110045 -717657795 -508906257 -442519914 -1367302332 -1864020454 602581237 -1162688729 1662935064 -1994896291 1108212220 473368403 -874098622 1352102953 -436060851 -2032996532 -2039797427 -695495501 -1468802311 1455602065 1125205851 -1602858482 -286602167 -1208208192 -670391271 1656400338 -2125730608 -1234251156 1901585657 -1543630996 2105538043 804575032 1968038575 -1865707970 1125202757 -44054674 -1468136292 -1300078094 560600397 89890303 179031610 1119578242 -1099737008 -536626180 420324414 -721880038 -1244407678 116452390 678920869 445897153 -64736306 -1063508341 -68027053 -1808219588 1376375331 -1237181672 -28599055 762343210 -620800189 1865330162 505851282 -282878386 954182422 409421668 162508843 -859535953 751159957 -377115773 1526999867 -899868258 -1732566610 -494053734 -280359652 2031470075 1314908003 -363348628 1795630478 1741969967 2051814379 725530392 -1050536385 -1254300812 385475927 -978056163 1465309089 1409790956 768529230 1892687252 -1929155944 1486584466 -2013984560 -1692213588 1554971257 -1369765076 958990587 -1512316963 1302768594 -1954892009 -1862829534 2027835514 -1071344286 1678170657 -1739640707 1605049081 -1397203529 -1160390839 -1381886600 1288094980 687761884 134906288 -1755554731 1597767481 1221110527 -274766306 -564932518 -805317113 -2087479937 -1230708419 139499208 -403405098 -344706824 1307224055 -1322193921 1182958019 222037373 973672773 1421131566 870880897 2094361564 -1510484695 336076528 1481811626 -965065102 1460094353 -519535667 -645447612 -374121214 663764069 251454170 1797401604 -567472900 -1296852577 224109046 -2071097836 930928309 -300247951 1359713539 392027604 -192218449 1169093608 367848954 1806348208 1278479332 -634830743 -1599789597 -1215013673 956931868 -793394144 -1096671516 -657897260 -247083542 2031808517 1915672493 -1818614538 -1404884385 1287028173 1843777433 619397398 -2042661427 2042512331 -321004845 -380590542 1830341752 -209424671 1388622671 -1162773012 2112687885 82337252 187175197 -1950201957 -1658445176 -1840415586 1753589689 -108747322 309253608 1334546104 75452974 -1871180712 -1938879563 1528139879 1955762291 2017329456 1399894924 -1603777063 -1613894496 273616932 1607509103 1548861346 759421068 645619066 973614433 1865011845 -1362840491 -629229675 1364702833 1162669172 1427564910 184517137 -840930308 -615574301 -360767831 439752028 -1370969193 865169685 561568918 852840316 -1307198917 113900493 604770098 792838924 1000825359 518830399 -2025795792 -841907440 -330112042 -1351359903 831802984 -229598878 -645370208 -1602362453 908018954 831428944 -830583057 -930778756 886816892 135876430 -795932119 -737837322 1808741902 991386961 -1973474212 1692193150 1169465476 -1446149149 -2133888208 349976358 -1636885909 -69820709 -1365883481"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks",
"-16","16","-16","16","0","nobody","0","""NEITHER""","-1"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode"

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color"
"-16","16","0","""""","9.9"
"-15","16","0","""""","9.9"
"-14","16","0","""""","9.9"
"-13","16","0","""""","9.9"
"-12","16","0","""""","9.9"
"-11","16","0","""""","9.9"
"-10","16","0","""""","9.9"
"-9","16","0","""""","9.9"
"-8","16","0","""""","9.9"
"-7","16","0","""""","9.9"
"-6","16","0","""""","9.9"
"-5","16","0","""""","9.9"
"-4","16","0","""""","9.9"
"-3","16","0","""""","9.9"
"-2","16","0","""""","9.9"
"-1","16","0","""""","9.9"
"0","16","0","""""","9.9"
"1","16","0","""""","9.9"
"2","16","0","""""","9.9"
"3","16","0","""""","9.9"
"4","16","0","""""","9.9"
"5","16","0","""""","9.9"
"6","16","0","""""","9.9"
"7","16","0","""""","9.9"
"8","16","0","""""","9.9"
"9","16","0","""""","9.9"
"10","16","0","""""","9.9"
"11","16","0","""""","9.9"
"12","16","0","""""","9.9"
"13","16","0","""""","9.9"
"14","16","0","""""","9.9"
"15","16","0","""""","9.9"
"16","16","0","""""","9.9"
"-16","15","0","""""","9.9"
"-15","15","0","""""","9.9"
"-14","15","0","""""","9.9"
"-13","15","0","""""","9.9"
"-12","15","0","""""","9.9"
"-11","15","0","""""","9.9"
"-10","15","0","""""","9.9"
"-9","15","0","""""","9.9"
"-8","15","0","""""","9.9"
"-7","15","0","""""","9.9"
"-6","15","0","""""","9.9"
"-5","15","0","""""","9.9"
"-4","15","0","""""","9.9"
"-3","15","0","""""","9.9"
"-2","15","0","""""","9.9"
"-1","15","0","""""","9.9"
"0","15","0","""""","9.9"
"1","15","0","""""","9.9"
"2","15","0","""""","9.9"
"3","15","0","""""","9.9"
"4","15","0","""""","9.9"
"5","15","0","""""","9.9"
"6","15","0","""""","9.9"
"7","15","0","""""","9.9"
"8","15","0","""""","9.9"
"9","15","0","""""","9.9"
"10","15","0","""""","9.9"
"11","15","0","""""","9.9"
"12","15","0","""""","9.9"
"13","15","0","""""","9.9"
"14","15","0","""""","9.9"
"15","15","0","""""","9.9"
"16","15","0","""""","9.9"
"-16","14","0","""""","9.9"
"-15","14","0","""""","9.9"
"-14","14","0","""""","9.9"
"-13","14","0","""""","9.9"
"-12","14","0","""""","9.9"
"-11","14","0","""""","9.9"
"-10","14","0","""""","9.9"
"-9","14","0","""""","9.9"
"-8","14","0","""""","9.9"
"-7","14","105","""""","9.9"
"-6","14","105","""""","9.9"
"-5","14","105","""""","9.9"
"-4","14","105","""""","9.9"
"-3","14","105","""""","9.9"
"-2","14","105","""""","9.9"
"-1","14","105","""""","9.9"
"0","14","105","""""","9.9"
"1","14","0","""""","9.9"
"2","14","0","""""","9.9"
"3","14","0","""""","9.9"
"4","14","0","""""","9.9"
"5","14","0","""""","9.9"
"6","14","0","""""","9.9"
"7","14","0","""""","9.9"
"8","14","0","""""","9.9"
"9","14","0","""""","9.9"
"10","14","0","""""","9.9"
"11","14","0","""""","9.9"
"12","14","0","""""","9.9"
"13","14","0","""""","9.9"
"14","14","0","""""","9.9"
"15","14","0","""""","9.9"
"16","14","0","""""","9.9"
"-16","13","0","""""","9.9"
"-15","13","0","""""","9.9"
"-14","13","0","""""","9.9"
"-13","13","0","""""","9.9"
"-12","13","0","""""","9.9"
"-11","13","0","""""","9.9"
"-10","13","0","""""","9.9"
"-9","13","0","""""","9.9"
"-8","13","0","""""","9.9"
"-7","13","105","""""","9.9"
"-6","13","0","""""","9.9"
"-5","13","0","""""","9.9"
"-4","13","0","""""","9.9"
"-3","13","0","""""","9.9"
"-2","13","0","""""","9.9"
"-1","13","0","""""","9.9"
"0","13","105","""""","9.9"
"1","13","0","""""","9.9"
"2","13","0","""""","9.9"
"3","13","0","""""","9.9"
"4","13","0","""""","9.9"
"5","13","0","""""","9.9"
"6","13","0","""""","9.9"
"7","13","0","""""","9.9"
"8","13","0","""""","9.9"
"9","13","0","""""","9.9"
"10","13","0","""""","9.9"
"11","13","0","""""","9.9"
"12","13","0","""""","9.9"
"13","13","0","""""","9.9"
"14","13","0","""""","9.9"
"15","13","0","""""","9.9"
"16","13","0","""""","9.9"
"-16","12","0","""""","9.9"
"-15","12","0","""""","9.9"
"-14","12","0","""""","9.9"
"-13","12","0","""""","9.9"
"-12","12","0","""""","9.9"
"-11","12","0","""""","9.9"
"-10","12","0","""""","9.9"
"-9","12","0","""""","9.9"
"-8","12","0","""""","9.9"
"-7","12","105","""""","9.9"
"-6","12","0","""""","9.9"
"-5","12","105","""""","9.9"
"-4","12","105","""""","9.9"
"-3","12","105","""""","9.9"
"-2","12","105","""""","9.9"
"-1","12","0","""""","9.9"
"0","12","105","""""","9.9"
"1","12","0","""""","9.9"
"2","12","0","""""","9.9"
"3","12","0","""""","9.9"
"4","12","0","""""","9.9"
"5","12","105","""""","9.9"
"6","12","105","""""","9.9"
"7","12","105","""""","9.9"
"8","12","105","""""","9.9"
"9","12","105","""""","9.9"
"10","12","105","""""","9.9"
"11","12","105","""""","9.9"
"12","12","105","""""","9.9"
"13","12","105","""""","9.9"
"14","12","105","""""","9.9"
"15","12","0","""""","9.9"
"16","12","0","""""","9.9"
"-16","11","0","""""","9.9"
"-15","11","0","""""","9.9"
"-14","11","0","""""","9.9"
"-13","11","0","""""","9.9"
"-12","11","0","""""","9.9"
"-11","11","0","""""","9.9"
"-10","11","0","""""","9.9"
"-9","11","0","""""","9.9"
"-8","11","0","""""","9.9"
"-7","11","105","""""","9.9"
"-6","11","0","""""","9.9"
"-5","11","105","""""","9.9"
"-4","11","0","""""","9.9"
"-3","11","0","""""","9.9"
"-2","11","105","""""","9.9"
"-1","11","0","""""","9.9"
"0","11","105","""""","9.9"
"1","11","0","""""","9.9"
"2","11","0","""""","9.9"
"3","11","0","""""","9.9"
"4","11","0","""""","9.9"
"5","11","105","""""","9.9"
"6","11","0","""""","9.9"
"7","11","0","""""","9.9"
"8","11","0","""""","9.9"
"9","11","0","""""","9.9"
"10","11","0","""""","9.9"
"11","11","0","""""","9.9"
"12","11","0","""""","9.9"
"13","11","0","""""","9.9"
"14","11","105","""""","9.9"
"15","11","0","""""","9.9"
"16","11","0","""""","9.9"
"-16","10","0","""""","9.9"
"-15","10","0","""""","9.9"
"-14","10","0","""""","9.9"
"-13","10","0","""""","9.9"
"-12","10","0","""""","9.9"
"-11","10","105","""""","9.9"
"-10","10","105","""""","9.9"
"-9","10","105","""""","9.9"
"-8","10","105","""""","9.9"
"-7","10","105","""""","9.9"
"-6","10","0","""""","9.9"
"-5","10","105","""""","9.9"
"-4","10","0","""""","9.9"
"-3","10","0","""""","9.9"
"-2","10","105","""""","9.9"
"-1","10","0","""""","9.9"
"0","10","105","""""","9.9"
"1","10","0","""""","9.9"
"2","10","0","""""","9.9"
"3","10","0","""""","9.9"
"4","10","0","""""","9.9"
